,Amitabh Bachchan,Madhuri Dixit,Gulshan Grover,Rekha,Hrithik Roshan,Kajol,Dharmendra,Sridevi,Juhi Chawla,Hema Malini,Sanjay Dutt,Kareena Kapoor,Karisma Kapoor,Preity Zinta,Jackie Shroff,Salman Khan,Twinkle Khanna,Tabu,Shakti Kapoor,Urmila Matondkar,Nana Patekar,Sonali Bendre,Fardeen Khan,Aftab Shivdasani,Tinnu Anand,Raj Babbar,Aruna Irani,Abhishek Bachchan,Mohnish Behl,Manoj Bajpayee,Bipasha Basu,Jaya Bachchan,Bhagyashree Patwardhan,Jaspal Bhatti,Rahul Bose,Mithun Chakraborty,Mahima Chaudhry,Bhoomika Chawla,Randhir Kapoor,Nandita Das,Danny Denzongpa,Bobby Deol,Esha Deol,Sunny Deol,Mukul Dev,Rahul Dev,Prabhu Deva,Ajay Devgn,Poonam Dhillon,Avtar Gill,Vikram Gokhale,Govinda,Milind Gunaji,Kamal Haasan,Vrajesh Hirjee,Randeep Hooda,Jaaved Jaaferi,Farida Jalal,Jaya Prada,Jeetendra,Sharman Joshi,Kader Khan,Dimple Kapadia,Anil Kapoor,Annu Kapoor,Rajat Kapoor,Rishi Kapoor,Supriya Karnik,Kunal Kemmu,Aamir Khan,Arbaaz Khan,Arshad Warsi,Feroz Khan,Irrfan Khan,Saif Ali Khan,Shah Rukh Khan,Sohail Khan,Akshaye Khanna,Mukesh Khanna,Vinod Khanna,Kulbhushan Kharbanda,Sachin Khedekar,Anupam Kher,Manisha Koirala,Isha Koppikar,Atul Kulkarni,Akshay Kumar,Johny Lever,Madhavan,Pawan Malhotra,Sanjay Mishra,Rani Mukerji,Govind Namdeo,Nassar,Neelam Kothari,Manoj Pahwa,Chunky Pandey,Ameesha Patel,Vinay Pathak,Prakash Raj,Amrish Puri,Om Puri,Vijay Raaz,Aishwarya Rai Bachchan,Rajinikanth,Paresh Rawal,Fatima Sana Shaikh,Raima Sen,Sushmita Sen,Naseeruddin Shah,Farooq Shaikh,Kim Sharma,Rajesh Sharma,Jimmy Shergill,Shilpa Shetty Kundra,Suniel Shetty,Saurabh Shukla,Chandrachur Singh,Neetu Singh,Raveena Tandon,Mukesh Tiwari,Ashish Vidyarthi,Gracy Singh,Tusshar Kapoor,Arjun Rampal,Aashish Chaudhary,Yashpal Sharma,Alia Bhatt,Farhan Akhtar,Rajpal Naurang Yadav,Vivek Oberoi,Lara Dutta,Dia Mirza,Riya Sen,Amrita Arora,Aarti Chhabria,Amrita Rao,Sameera Reddy,Boman Irani,Neha Dhupia,Katrina Kaif,Priyanka Chopra Jonas,Konkona Sen Sharma,Koena Mitra,Ranvir Shorey,Manoj Joshi,Rimi Sen,Samir Soni,Uday Tikekar,Sunny Leone,Riteish Deshmukh,Genelia D'Souza,Zayed Khan,John Abraham,Mallika Sherawat,Shriya Saran,Shahid Kapoor,Celina Jaitly,Sonu Sood,Imran Khan,Emraan Hashmi,Vipin Sharma,Gul Panag,Iqbal Khan,Nayanthara,Raju Srivastava,Kunal Kapoor,Nawazuddin Siddiqui,Shruti Haasan,Ranbir Kapoor,Karishma Tanna,Prabhas,Shreyas Talpade,Soha Ali Khan,Chitrangda Singh,Neil Nitin Mukesh,Ayesha Takia,Vidya Balan,Ashwini Kalsekar,Arjun Kapoor,Asin Thottumkal,Upendra Limaye,Sneha Ullal,Vatsal Sheth,Sophiya Chaudhary,Abhay Deol,Tanushree Dutta,Nimrat Kaur,Kay Kay Menon,Tamannaah Bhatia,Manjari Fadnnis,Minissha Lamba,Sonam Kapoor,Deepika Padukone,Kangana Ranaut,Govardhan Asrani,Sunny Singh,Daisy Shah,Krishna Abhishek,Ileana D'Cruz,Radhika Apte,Aditi Rao Hydari,Nushrratt Bharuccha,Kajal Aggarwal,Jacqueline Fernandez,Pankaj Tripathi,Fawad Khan,Mahie Gill,Bruna Abdullah,Prateik Babbar,Anushka Sharma,Adah Sharma,Aditya Roy Kapoor,Richa Chadha,Kalki Koechlin,Nivetha Thomas,Sidharth Malhotra,Varun Dhawan,Amy Jackson,Esha Gupta,Sudesh Lehri,Sana Khan,Shraddha Kapoor,Samantha Ruth Prabhu,Lisa Haydon,Nargis Fakhri,Kriti Kharbanda,Kainaat Arora,Zareen Khan,Tahir Raj Bhasin,Sushant Singh Rajput,Rajkummar Rao,Ranveer Singh,Sonakshi Sinha,Taapsee Pannu,Sunny Kaushal,Anil Charanjeett,Yami Gautam,Kartik Aaryan,Parineeti Chopra,Sonalee Kulkarni,Vidyut Jammwal,Mouni Roy,Saqib Saleem,Freddy Daruwala,Ayushmann Khurrana,Huma Qureshi,Pulkit Samrat,Lavanya Tripathi,Pooja Hegde,Kriti Sanon,Vikrant Massey,Rhea Chakraborty,Amyra Dastur,Vaani Kapoor,Vicky Kaushal,Urvashi Rautela,Tiger Shroff,Kapil Sharma,Bhumi Pednekar,Kiara Advani,Nora Fatehi,Shriya Pilgaonkar,Mrunal Thakur,Athiya Shetty,Sanya Malhotra,Alaya F,Disha Patani,Sobhita Dhulipala,Siddhant Chaturvedi,Mehreen Pirzada,Nidhhi Agerwal,Rashmika Mandanna,Sara Ali Khan,Janhvi Kapoor
Farooq Shaikh,3,2,0,5,0,0,2,0,0,1,0,0,0,0,0,2,0,1,2,0,1,0,0,1,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,3,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Sharma,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,3,0,2,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,5,0,3,2,0,0,0,1,0,1,0,1,1,1,0,0,4,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajesh Sharma,5,0,0,2,1,0,1,0,0,0,1,1,0,0,0,5,0,2,1,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,1,1,0,1,0,2,0,1,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,2,0,2,0,0,0,2,2,0,3,1,0,1,0,0,0,3,2,6,0,0,1,4,1,1,1,5,2,4,0,0,2,1,2,3,0,0,2,3,0,0,0,0,4,0,6,0,0,0,5,0,0,0,1,0,1,1,7,0,2,1,0,2,1,2,4,0,1,1,1,0,0,0,0,1,2,0,0,0,0,1,5,1,0,1,1,1,0,0,1,0,2,0,0,0,0,3,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,6,3,2,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,2,2,1,0,0,2,0,1,1,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,2,1,0,4,1,0,1,0,2,2,0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,1,0,0,1,2,3,1,0,2,0,0,0,1,0,1,0,0,0,0,1
Jimmy Shergill,2,0,8,1,1,1,0,0,1,0,6,1,1,1,3,1,0,3,4,1,1,0,0,2,2,4,0,3,0,4,2,0,1,1,1,0,1,1,0,0,1,0,0,1,5,4,0,2,0,3,3,1,1,0,4,1,3,1,0,0,2,1,0,0,0,2,2,1,0,1,3,2,0,5,4,4,0,0,0,0,4,4,11,0,1,0,2,2,5,3,6,2,3,0,0,1,1,1,3,1,1,6,3,1,0,2,0,2,0,4,0,5,5,0,0,1,4,1,1,0,3,1,2,1,1,0,7,0,1,5,0,0,3,2,0,0,0,0,5,3,1,0,1,0,3,3,0,0,1,2,0,0,0,1,0,2,0,2,1,1,1,3,1,0,0,1,1,3,0,0,0,0,0,3,1,0,1,2,2,0,0,0,0,1,0,1,1,1,6,0,0,2,0,0,4,1,2,0,0,0,0,0,1,1,0,3,0,9,1,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,0,0,2,1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shilpa Shetty Kundra,2,0,7,0,0,1,3,0,2,0,4,0,2,0,1,6,0,2,10,0,2,1,0,1,1,2,2,4,4,2,1,0,0,0,0,0,1,0,0,0,1,3,1,5,0,2,1,0,0,5,1,5,1,0,1,0,0,2,1,0,1,7,0,2,0,0,0,1,0,1,1,0,0,1,3,2,1,1,3,1,3,3,3,1,1,0,5,8,0,0,2,0,3,1,0,0,0,0,0,3,4,3,0,0,0,5,0,1,0,1,0,0,0,0,0,5,2,1,0,4,0,2,0,0,0,0,1,0,0,5,2,0,1,0,1,0,0,1,2,0,1,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suniel Shetty,6,0,17,0,0,1,0,0,3,0,11,6,5,0,9,3,1,6,12,3,5,7,1,7,7,3,6,9,6,2,4,0,1,2,1,1,4,0,0,0,7,3,4,7,4,4,0,7,0,16,2,4,3,0,7,2,3,1,0,1,0,7,2,3,2,0,2,4,1,0,5,4,0,4,6,2,4,7,3,3,12,2,13,1,7,0,15,14,0,0,4,2,3,0,1,2,4,1,2,0,4,13,4,3,1,17,1,2,3,8,0,3,0,1,5,0,5,0,0,12,9,6,2,5,3,4,0,0,0,15,6,2,8,2,3,3,1,4,4,8,1,2,0,1,0,12,4,1,0,0,5,1,5,3,3,1,3,3,1,0,3,1,0,0,1,3,0,1,0,0,0,0,2,0,0,0,5,1,2,0,0,0,0,1,1,0,2,0,1,2,0,1,1,0,1,11,0,1,3,0,0,0,0,3,1,0,0,0,1,2,1,0,0,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saurabh Shukla,2,0,5,0,1,0,0,0,4,2,5,1,0,0,5,5,2,5,2,2,1,1,0,1,4,0,0,4,0,5,1,0,0,0,1,2,2,0,0,3,1,1,1,4,1,0,0,7,0,3,2,3,2,2,4,2,1,1,0,0,3,0,1,6,4,10,2,2,2,1,0,4,0,4,2,3,1,4,0,0,1,4,6,3,1,1,1,4,1,5,15,4,5,5,0,10,3,0,13,1,4,4,10,2,0,5,0,2,1,8,3,2,0,4,2,5,0,0,0,3,7,4,0,1,3,0,6,0,1,3,2,2,1,1,1,0,2,0,8,5,1,5,4,0,7,0,1,2,1,0,3,0,0,2,0,2,3,0,1,0,0,5,0,0,0,0,1,5,1,4,0,0,2,2,3,2,4,3,2,2,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,4,1,0,0,6,1,2,1,0,1,3,0,5,0,2,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chandrachur Singh,1,0,1,0,0,1,0,0,1,0,3,0,1,1,0,0,0,3,5,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,2,1,3,1,3,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,2,1,2,0,1,1,2,4,2,1,4,0,1,0,0,4,0,0,0,0,1,4,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neetu Singh,9,0,0,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,6,0,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,10,0,8,0,2,1,0,17,0,0,1,0,0,3,0,1,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raveena Tandon,5,1,9,2,0,0,1,1,1,1,11,1,3,0,6,6,0,2,17,0,1,2,0,1,5,3,10,1,16,5,0,0,0,0,0,0,3,0,0,1,6,0,1,7,0,3,1,6,0,12,2,10,3,1,2,0,2,4,1,1,0,11,0,4,3,0,3,1,1,2,3,1,0,2,4,2,0,2,2,4,6,4,15,3,3,1,7,8,0,0,1,2,4,0,1,1,3,0,1,2,8,3,3,0,1,13,0,1,1,3,0,0,1,0,4,12,3,0,0,0,2,5,0,0,0,1,2,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mukesh Tiwari,2,0,6,0,1,3,2,0,0,1,6,4,0,2,3,1,2,3,9,1,4,0,2,2,6,3,0,4,2,3,4,0,0,1,0,6,1,0,0,0,2,4,2,4,3,1,3,18,0,9,2,0,4,0,14,0,1,6,0,0,2,4,0,2,1,0,0,2,2,1,1,7,0,5,2,4,1,2,1,1,7,3,7,0,2,0,3,12,1,2,26,2,16,3,0,4,4,3,1,4,3,9,8,1,1,8,0,0,3,2,0,1,1,3,0,9,7,0,0,2,0,5,3,7,1,1,13,0,0,6,0,1,1,0,3,2,2,1,1,1,0,2,1,0,1,14,3,1,2,1,0,0,0,1,3,3,1,3,0,0,1,0,1,0,2,0,0,1,2,0,0,0,3,1,0,1,2,2,8,0,2,0,0,2,0,0,0,1,0,0,0,1,1,3,1,8,1,1,2,2,0,1,0,0,1,3,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ashish Vidyarthi,7,1,7,0,1,0,2,0,3,0,7,3,6,1,7,2,2,6,10,1,0,2,0,1,4,5,2,3,9,6,1,0,1,0,0,6,1,0,0,0,4,6,2,5,5,9,1,5,0,12,3,6,10,0,7,1,1,9,2,0,0,7,1,2,4,1,1,6,1,1,1,3,0,1,1,2,0,2,0,1,8,7,12,3,1,2,4,8,1,1,2,3,3,15,0,2,1,4,0,8,8,8,0,1,1,11,0,2,1,6,1,0,7,1,2,6,4,0,0,5,5,0,0,0,0,2,2,0,0,4,2,1,0,1,1,1,2,2,0,0,0,3,0,1,1,2,0,0,1,0,0,1,0,0,0,6,3,0,5,0,1,1,1,2,4,1,0,0,1,1,0,0,2,0,0,0,0,1,3,0,1,0,3,0,0,1,0,0,3,1,0,0,0,0,0,5,0,2,0,2,2,0,0,4,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0
Gracy Singh,2,0,2,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,0,1,1,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,3,0,0,1,0,1,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tusshar Kapoor,2,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,0,1,2,0,1,0,1,1,0,1,1,2,1,1,1,0,1,1,0,2,0,0,0,0,0,1,4,2,2,4,0,10,0,2,1,3,1,0,9,0,1,1,1,2,3,1,0,1,0,1,1,1,5,1,2,7,0,2,2,1,1,0,0,0,0,1,6,0,1,1,5,5,1,1,9,1,1,0,0,1,1,1,3,3,1,3,0,1,0,3,0,1,0,2,0,0,2,1,0,5,1,1,0,0,7,0,1,0,0,0,2,0,0,4,1,2,1,0,2,1,2,1,0,3,0,1,0,1,1,3,1,0,3,3,4,1,0,3,2,0,0,3,3,1,5,1,0,1,0,1,0,1,0,0,0,0,7,0,0,1,3,1,9,0,0,0,0,0,3,0,2,0,1,0,0,1,0,0,1,4,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,3,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arjun Rampal,6,0,1,1,1,2,0,0,0,0,4,6,0,4,1,0,0,0,0,2,1,0,0,1,0,0,0,3,0,3,3,0,0,0,0,1,1,0,1,0,1,3,0,1,0,0,0,3,0,3,0,0,2,0,0,2,1,1,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,2,0,6,0,0,0,1,1,1,1,1,4,0,2,0,0,1,0,1,1,1,0,2,5,6,0,0,0,3,1,1,1,5,0,2,2,3,0,1,1,1,0,3,3,0,0,0,1,0,0,0,0,1,1,0,5,4,1,4,5,0,0,0,1,0,4,1,1,5,2,0,3,2,0,0,0,1,2,0,1,2,1,0,0,0,1,0,0,3,0,0,0,0,0,2,1,2,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,2,1,0,2,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aashish Chaudhary,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,1,0,0,0,3,0,2,0,2,0,0,1,0,0,3,0,2,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,2,1,0,1,0,0,0,0,4,0,1,4,2,4,3,0,0,1,5,0,0,0,1,0,2,0,0,0,0,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yashpal Sharma,3,3,4,0,0,0,1,0,2,1,1,5,0,0,3,3,0,0,2,2,2,0,1,1,4,1,0,1,1,4,4,1,1,0,1,1,0,0,0,2,2,1,1,3,2,3,1,3,0,8,4,1,6,1,3,2,1,1,0,0,2,2,0,3,1,3,0,1,0,2,0,1,0,5,4,2,1,1,2,1,4,2,6,3,1,4,4,1,1,2,8,2,13,2,0,9,4,0,3,2,3,8,10,0,0,0,0,2,1,2,0,1,2,7,1,0,6,0,0,2,13,2,3,2,1,0,0,0,0,12,2,1,1,2,0,0,2,0,1,2,1,1,2,0,4,3,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,4,1,0,0,1,3,5,0,0,0,0,1,1,2,0,0,0,5,0,0,1,0,1,0,1,1,1,3,0,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,4,0,3,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alia Bhatt,1,2,1,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,2,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Farhan Akhtar,3,0,0,0,4,0,0,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,3,0,0,0,0,1,3,0,1,0,0,1,0,1,0,1,1,1,0,0,2,0,1,0,1,0,1,1,1,1,1,1,3,3,0,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,1,1,1,1,0,0,0,0,0,7,0,4,5,1,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0
Rajpal Naurang Yadav,11,1,9,0,1,2,2,0,5,2,7,2,0,2,10,9,0,3,20,5,3,2,3,7,4,0,1,1,2,2,3,2,0,1,0,1,1,0,1,1,1,2,2,2,1,2,0,6,0,10,3,6,6,0,10,2,4,4,0,0,4,3,2,3,2,2,2,6,1,0,6,4,0,6,3,4,6,4,1,0,5,4,17,3,6,3,11,16,0,1,23,3,15,1,0,9,6,2,1,2,4,22,20,2,0,19,0,2,5,7,0,4,4,5,5,15,3,1,0,2,6,4,2,4,4,4,12,0,1,0,4,7,3,5,4,5,0,3,6,6,3,7,1,2,2,35,3,0,2,2,9,1,1,3,5,1,1,3,1,0,0,0,1,0,0,2,0,3,3,0,0,0,4,1,0,0,3,1,1,1,0,1,0,1,3,0,2,0,5,1,0,0,0,1,1,22,0,2,1,1,0,0,1,0,2,1,0,2,0,0,0,0,1,1,0,0,0,3,0,1,2,0,0,0,0,2,0,2,0,0,0,2,0,1,1,0,2,1,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
